"";"id";"name";"text";"power";"toughness";"manaCost";"convertedManaCost";"specificManaCost";"colorIdentity";"type1";"type2"
"7383";16811;"Temur War Shaman";"When Temur War Shaman enters the battlefield, manifest the top card of your library. (Put that card onto the battlefield face down as a 2/2 creature. Turn it face up any time for its mana cost if it's a creature card.)
Whenever a permanent you control is turned face up, if it's a creature, you may have it fight target creature you don't control.";"4";"5";"{4}{G}{G}";6;2;"G";"Creature";"Human Shaman"
"7384";16812;"Tenacious Dead";"When Tenacious Dead dies, you may pay {1}{B}. If you do, return it to the battlefield tapped under its owner's control.";"1";"1";"{B}";1;1;"B";"Creature";"Skeleton Warrior"
"7385";16813;"Tenacious Hunter";"As long as a creature has a -1/-1 counter on it, Tenacious Hunter has vigilance and deathtouch.";"4";"4";"{2}{G}{G}";4;2;"G";"Creature";"Crocodile"
"7386";16815;"Tendershoot Dryad";"Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)
At the beginning of each upkeep, create a 1/1 green Saproling creature token.
Saprolings you control get +2/+2 as long as you have the city's blessing.";"2";"2";"{4}{G}";5;1;"G";"Creature";"Dryad"
"7387";16821;"Tenement Crasher";"Haste";"5";"4";"{5}{R}";6;1;"R";"Creature";"Beast"
"7388";16822;"Tenth District Guard";"When Tenth District Guard enters the battlefield, target creature gets +0/+1 until end of turn.";"2";"2";"{1}{W}";2;1;"W";"Creature";"Human Soldier"
"7389";16823;"Tenth District Veteran";"Vigilance
Whenever Tenth District Veteran attacks, untap another target creature you control.";"2";"3";"{2}{W}";3;1;"W";"Creature";"Human Soldier"
"7390";16825;"Tephraderm";"Whenever a creature deals damage to Tephraderm, Tephraderm deals that much damage to that creature.
Whenever a spell deals damage to Tephraderm, Tephraderm deals that much damage to that spell's controller.";"4";"5";"{4}{R}";5;1;"R";"Creature";"Beast"
"7391";16829;"Terastodon";"When Terastodon enters the battlefield, you may destroy up to three target noncreature permanents. For each permanent put into a graveyard this way, its controller creates a 3/3 green Elephant creature token.";"9";"9";"{6}{G}{G}";8;2;"G";"Creature";"Elephant"
"7392";16830;"Teremko Griffin";"Flying; banding (Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding you control are blocking or being blocked by a creature, you divide that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)";"2";"2";"{3}{W}";4;1;"W";"Creature";"Griffin"
"7393";16834;"Teroh's Faithful";"When Teroh's Faithful enters the battlefield, you gain 4 life.";"1";"4";"{3}{W}";4;1;"W";"Creature";"Human Cleric"
"7394";16835;"Teroh's Vanguard";"Flash
Threshold — As long as seven or more cards are in your graveyard, Teroh's Vanguard has ""When Teroh's Vanguard enters the battlefield, creatures you control gain protection from black until end of turn.""";"2";"3";"{3}{W}";4;1;"W";"Creature";"Human Nomad"
"7395";16837;"Terra Ravager";"Whenever Terra Ravager attacks, it gets +X/+0 until end of turn, where X is the number of lands defending player controls.";"0";"4";"{2}{R}{R}";4;2;"R";"Creature";"Elemental Beast"
"7396";16838;"Terra Stomper";"This spell can't be countered.
Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)";"8";"8";"{3}{G}{G}{G}";6;3;"G";"Creature";"Beast"
"7397";16839;"Terraformer";"{1}: Choose a basic land type. Each land you control becomes that type until end of turn.";"2";"2";"{2}{U}";3;1;"U";"Creature";"Human Wizard"
"7398";16840;"Terrain Elemental";"";"3";"2";"{1}{G}";2;1;"G";"Creature";"Elemental"
"7399";16844;"Terravore";"Trample
Terravore's power and toughness are each equal to the number of land cards in all graveyards.";"*";"*";"{1}{G}{G}";3;2;"G";"Creature";"Lhurgoyf"
"7400";16846;"Territorial Allosaurus";"Kicker {2}{G} (You may pay an additional {2}{G} as you cast this spell.)
When Territorial Allosaurus enters the battlefield, if it was kicked, it fights another target creature.";"5";"5";"{2}{G}{G}";4;2;"G";"Creature";"Dinosaur"
"7401";16847;"Territorial Baloth";"Landfall — Whenever a land enters the battlefield under your control, Territorial Baloth gets +2/+2 until end of turn.";"4";"4";"{4}{G}";5;1;"G";"Creature";"Beast"
"7402";16848;"Territorial Boar";"Whenever a creature with power 4 or greater enters the battlefield under your control, Territorial Boar gets +1/+1 and gains vigilance until end of turn.";"2";"2";"{1}{G}";2;1;"G";"Creature";"Boar"
"7403";16850;"Territorial Gorger";"Trample
Whenever you get one or more {E} (energy counters), Territorial Gorger gets +2/+2 until end of turn.";"2";"2";"{3}{R}";4;1;"R";"Creature";"Gremlin"
"7404";16851;"Territorial Hammerskull";"Whenever Territorial Hammerskull attacks, tap target creature an opponent controls.";"2";"3";"{2}{W}";3;1;"W";"Creature";"Dinosaur"
"7405";16852;"Territorial Hellkite";"Flying, haste
At the beginning of combat on your turn, choose an opponent at random that Territorial Hellkite didn't attack during your last combat. Territorial Hellkite attacks that player this combat if able. If you can't choose an opponent this way, tap Territorial Hellkite.";"6";"5";"{2}{R}{R}";4;2;"R";"Creature";"Dragon"
"7406";16853;"Territorial Roc";"Flying";"1";"3";"{1}{W}";2;1;"W";"Creature";"Bird"
"7408";16856;"Terror of the Fairgrounds";"";"5";"2";"{3}{R}";4;1;"R";"Creature";"Gremlin"
"7409";16857;"Terrus Wurm";"Scavenge {6}{B} ({6}{B}, Exile this card from your graveyard: Put a number of +1/+1 counters equal to this card's power on target creature. Scavenge only as a sorcery.)";"5";"5";"{6}{B}";7;1;"B";"Creature";"Zombie Wurm"
"7410";16862;"Tethered Griffin";"Flying
When you control no enchantments, sacrifice Tethered Griffin.";"2";"3";"{W}";1;1;"W";"Creature";"Griffin"
"7411";16863;"Tethered Skirge";"Flying
Whenever Tethered Skirge becomes the target of a spell or ability, you lose 1 life.";"2";"2";"{2}{B}";3;1;"B";"Creature";"Imp"
"7412";16864;"Tethmos High Priest";"Heroic — Whenever you cast a spell that targets Tethmos High Priest, return target creature card with converted mana cost 2 or less from your graveyard to the battlefield.";"2";"3";"{2}{W}";3;1;"W";"Creature";"Cat Cleric"
"7413";16887;"Thalakos Deceiver";"Shadow (This creature can block or be blocked by only creatures with shadow.)
Whenever Thalakos Deceiver attacks and isn't blocked, you may sacrifice it. If you do, gain control of target creature. (This effect lasts indefinitely.)";"1";"1";"{3}{U}";4;1;"U";"Creature";"Thalakos Wizard"
"7414";16888;"Thalakos Dreamsower";"Shadow (This creature can block or be blocked by only creatures with shadow.)
You may choose not to untap Thalakos Dreamsower during your untap step.
Whenever Thalakos Dreamsower deals damage to an opponent, tap target creature. That creature doesn't untap during its controller's untap step for as long as Thalakos Dreamsower remains tapped.";"1";"1";"{2}{U}";3;1;"U";"Creature";"Thalakos Wizard"
"7415";16889;"Thalakos Drifters";"Discard a card: Thalakos Drifters gains shadow until end of turn. (It can block or be blocked by only creatures with shadow.)";"3";"3";"{2}{U}{U}";4;2;"U";"Creature";"Thalakos"
"7416";16891;"Thalakos Mistfolk";"Shadow (This creature can block or be blocked by only creatures with shadow.)
{U}: Put Thalakos Mistfolk on top of its owner's library.";"2";"1";"{2}{U}";3;1;"U";"Creature";"Thalakos Illusion"
"7417";16892;"Thalakos Scout";"Shadow (This creature can block or be blocked by only creatures with shadow.)
Discard a card: Return Thalakos Scout to its owner's hand.";"2";"1";"{2}{U}";3;1;"U";"Creature";"Thalakos Soldier Scout"
"7418";16893;"Thalakos Seer";"Shadow (This creature can block or be blocked by only creatures with shadow.)
When Thalakos Seer leaves the battlefield, draw a card.";"1";"1";"{U}{U}";2;2;"U";"Creature";"Thalakos Wizard"
"7419";16894;"Thalakos Sentry";"Shadow (This creature can block or be blocked by only creatures with shadow.)";"1";"2";"{1}{U}";2;1;"U";"Creature";"Thalakos Soldier"
"7420";16895;"Thalia's Lancers";"First strike
When Thalia's Lancers enters the battlefield, you may search your library for a legendary card, reveal it, put it into your hand, then shuffle your library.";"4";"4";"{3}{W}{W}";5;2;"W";"Creature";"Human Knight"
"7421";16896;"Thalia's Lieutenant";"When Thalia's Lieutenant enters the battlefield, put a +1/+1 counter on each other Human you control.
Whenever another Human enters the battlefield under your control, put a +1/+1 counter on Thalia's Lieutenant.";"1";"1";"{1}{W}";2;1;"W";"Creature";"Human Soldier"
"7422";16899;"Thallid";"At the beginning of your upkeep, put a spore counter on Thallid.
Remove three spore counters from Thallid: Create a 1/1 green Saproling creature token.";"1";"1";"{G}";1;1;"G";"Creature";"Fungus"
"7423";16900;"Thallid Devourer";"At the beginning of your upkeep, put a spore counter on Thallid Devourer.
Remove three spore counters from Thallid Devourer: Create a 1/1 green Saproling creature token.
Sacrifice a Saproling: Thallid Devourer gets +1/+2 until end of turn.";"2";"2";"{1}{G}{G}";3;2;"G";"Creature";"Fungus"
"7424";16901;"Thallid Germinator";"At the beginning of your upkeep, put a spore counter on Thallid Germinator.
Remove three spore counters from Thallid Germinator: Create a 1/1 green Saproling creature token.
Sacrifice a Saproling: Target creature gets +1/+1 until end of turn.";"2";"2";"{2}{G}";3;1;"G";"Creature";"Fungus"
"7425";16902;"Thallid Omnivore";"{1}, Sacrifice another creature: Thallid Omnivore gets +2/+2 until end of turn. If a Saproling was sacrificed this way, you gain 2 life.";"3";"3";"{3}{B}";4;1;"B";"Creature";"Fungus"
"7426";16903;"Thallid Shell-Dweller";"Defender
At the beginning of your upkeep, put a spore counter on Thallid Shell-Dweller.
Remove three spore counters from Thallid Shell-Dweller: Create a 1/1 green Saproling creature token.";"0";"5";"{1}{G}";2;1;"G";"Creature";"Fungus"
"7427";16904;"Thallid Soothsayer";"{2}, Sacrifice a creature: Draw a card.";"2";"3";"{3}{B}";4;1;"B";"Creature";"Fungus"
"7428";16915;"Thaumatog";"Sacrifice a land: Thaumatog gets +1/+1 until end of turn.
Sacrifice an enchantment: Thaumatog gets +1/+1 until end of turn.";"1";"2";"{1}{G}{W}";3;2;"G";"Creature";"Atog"
"7429";16934;"The Fallen";"At the beginning of your upkeep, The Fallen deals 1 damage to each opponent and planeswalker it has dealt damage to this game.";"2";"3";"{1}{B}{B}{B}";4;3;"B";"Creature";"Zombie"
"7430";16935;"The Fallen Apart";"The Fallen Apart enters the battlefield with two arms and two legs.
Whenever damage is dealt to The Fallen Apart, remove an arm or a leg from it.
The Fallen Apart can't attack if it has no legs and can't block if it has no arms.";"4";"4";"{2}{B}{B}";4;2;"B";"Creature";"Zombie"
"7431";16977;"The Wretched";"At end of combat, gain control of all creatures blocking The Wretched for as long as you control The Wretched.";"2";"5";"{3}{B}{B}";5;2;"B";"Creature";"Demon"
"7432";16984;"Thelonite Druid";"{1}{G}, {T}, Sacrifice a creature: Forests you control become 2/3 creatures until end of turn. They're still lands.";"1";"1";"{2}{G}";3;1;"G";"Creature";"Human Cleric Druid"
"7433";16985;"Thelonite Hermit";"Saproling creatures get +1/+1.
Morph {3}{G}{G} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)
When Thelonite Hermit is turned face up, create four 1/1 green Saproling creature tokens.";"1";"1";"{3}{G}";4;1;"G";"Creature";"Elf Shaman"
"7434";16986;"Thelonite Monk";"{T}, Sacrifice a green creature: Target land becomes a Forest. (This effect lasts indefinitely.)";"1";"2";"{2}{G}{G}";4;2;"G";"Creature";"Insect Monk Cleric"
"7435";16990;"Thermal Glider";"Flying, protection from red";"2";"1";"{2}{W}";3;1;"W";"Creature";"Human Rebel"
"7436";16992;"Thermo-Alchemist";"Defender
{T}: Thermo-Alchemist deals 1 damage to each opponent.
Whenever you cast an instant or sorcery spell, untap Thermo-Alchemist.";"0";"3";"{1}{R}";2;1;"R";"Creature";"Human Shaman"
"7437";16996;"Thick-Skinned Goblin";"You may pay {0} rather than pay the echo cost for permanents you control.
{R}: Thick-Skinned Goblin gains protection from red until end of turn.";"2";"1";"{1}{R}";2;1;"R";"Creature";"Goblin Shaman"
"7438";16997;"Thicket Basilisk";"Whenever Thicket Basilisk blocks or becomes blocked by a non-Wall creature, destroy that creature at end of combat.";"2";"4";"{3}{G}{G}";5;2;"G";"Creature";"Basilisk"
"7439";16998;"Thicket Elemental";"Kicker {1}{G} (You may pay an additional {1}{G} as you cast this spell.)
When Thicket Elemental enters the battlefield, if it was kicked, you may reveal cards from the top of your library until you reveal a creature card. If you do, put that card onto the battlefield and shuffle all other cards revealed this way into your library.";"4";"4";"{3}{G}{G}";5;2;"G";"Creature";"Elemental"
"7440";16999;"Thief of Blood";"Flying
As Thief of Blood enters the battlefield, remove all counters from all permanents. Thief of Blood enters the battlefield with a +1/+1 counter on it for each counter removed this way.";"1";"1";"{4}{B}{B}";6;2;"B";"Creature";"Vampire"
"7441";17000;"Thief of Hope";"Whenever you cast a Spirit or Arcane spell, target opponent loses 1 life and you gain 1 life.
Soulshift 2 (When this creature dies, you may return target Spirit card with converted mana cost 2 or less from your graveyard to your hand.)";"2";"2";"{2}{B}";3;1;"B";"Creature";"Spirit"
"7442";17001;"Thief of Sanity";"Flying
Whenever Thief of Sanity deals combat damage to a player, look at the top three cards of that player's library, exile one of them face down, then put the rest into their graveyard. You may look at and cast that card for as long as it remains exiled, and you may spend mana as though it were mana of any type to cast that spell.";"2";"2";"{1}{U}{B}";3;2;"B";"Creature";"Specter"
"7443";17004;"Thieving Magpie";"Flying (This creature can't be blocked except by creatures with flying or reach.)
Whenever Thieving Magpie deals damage to an opponent, draw a card.";"1";"3";"{2}{U}{U}";4;2;"U";"Creature";"Bird"
"7444";17005;"Thieving Sprite";"Flying
When Thieving Sprite enters the battlefield, target player reveals X cards from their hand, where X is the number of Faeries you control. You choose one of those cards. That player discards that card.";"1";"1";"{2}{B}";3;1;"B";"Creature";"Faerie Rogue"
"7445";17006;"Thing from the Deep";"Whenever Thing from the Deep attacks, sacrifice it unless you sacrifice an Island.";"9";"9";"{6}{U}{U}{U}";9;3;"U";"Creature";"Leviathan"
"7447";17013;"Thirsting Shade";"Lifelink
{2}{B}: Thirsting Shade gets +1/+1 until end of turn.";"1";"1";"{B}";1;1;"B";"Creature";"Shade"
"7448";17015;"Thistledown Duo";"Whenever you cast a white spell, Thistledown Duo gets +1/+1 until end of turn.
Whenever you cast a blue spell, Thistledown Duo gains flying until end of turn.";"2";"2";"{2}{W/U}";3;1;"U";"Creature";"Kithkin Soldier Wizard"
"7449";17016;"Thistledown Liege";"Flash
Other white creatures you control get +1/+1.
Other blue creatures you control get +1/+1.";"1";"3";"{1}{W/U}{W/U}{W/U}";4;3;"U";"Creature";"Kithkin Knight"
"7450";17019;"Thopter Engineer";"When Thopter Engineer enters the battlefield, create a 1/1 colorless Thopter artifact creature token with flying.
Artifact creatures you control have haste. (They can attack and {T} as soon as they come under your control.)";"1";"3";"{2}{R}";3;1;"R";"Creature";"Human Artificer"
"7451";17024;"Thorn Elemental";"You may have Thorn Elemental assign its combat damage as though it weren't blocked.";"7";"7";"{5}{G}{G}";7;2;"G";"Creature";"Elemental"
"7452";17025;"Thorn Lieutenant";"Whenever Thorn Lieutenant becomes the target of a spell or ability an opponent controls, create a 1/1 green Elf Warrior creature token.
{5}{G}: Thorn Lieutenant gets +4/+4 until end of turn.";"2";"3";"{1}{G}";2;1;"G";"Creature";"Elf Warrior"
"7453";17026;"Thorn Thallid";"At the beginning of your upkeep, put a spore counter on Thorn Thallid.
Remove three spore counters from Thorn Thallid: Thorn Thallid deals 1 damage to any target.";"2";"2";"{1}{G}{G}";3;2;"G";"Creature";"Fungus"
"7454";17028;"Thorn of the Black Rose";"Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
When Thorn of the Black Rose enters the battlefield, you become the monarch.";"1";"3";"{3}{B}";4;1;"B";"Creature";"Human Assassin"
"7455";17029;"Thorn-Thrash Viashino";"Devour 2 (As this enters the battlefield, you may sacrifice any number of creatures. This creature enters the battlefield with twice that many +1/+1 counters on it.)
{G}: Thorn-Thrash Viashino gains trample until end of turn.";"2";"2";"{3}{R}";4;1;"G";"Creature";"Viashino Warrior"
"7456";17031;"Thornbow Archer";"Whenever Thornbow Archer attacks, each opponent who doesn't control an Elf loses 1 life.";"1";"2";"{B}";1;1;"B";"Creature";"Elf Archer"
